case_id,architecture,risk_after_change,disposition,technical_validity,money_profile,requested_refund,authority_maximum_configured_input,authority_maximum_enforced,expected_execution,condition_confirmation,transfer_owner,materiality,authority_state,governance_workflow,resulting_authority,enforceable_boundary,actual_execution,prediction_comparison,control_assertion,browser_validation,independent_classification,reason,anomaly,reproduction_notes
C186,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C187,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C188,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C189,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C190,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C191,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C192,SEPARATED_REAUTHORIZATION,LOW,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C193,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C194,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C195,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C196,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C197,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C198,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C199,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,YES,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C200,SEPARATED_REAUTHORIZATION,LOW,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,NO,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C201,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C202,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C203,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,PASS,ABOVE_LIMIT,400.00,250.00,500.00,ALLOW,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$400.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C204,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,PASS,ABOVE_LIMIT,400.00,250.00,500.00,BLOCK,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$400.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C205,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C206,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C207,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,FAIL,ABOVE_LIMIT,400.00,250.00,500.00,ALLOW,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$400.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C208,SEPARATED_REAUTHORIZATION,LOW,TRANSFER,FAIL,ABOVE_LIMIT,400.00,250.00,500.00,BLOCK,N/A,ACTOR-GOVERNANCE,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$400.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C209,SEPARATED_REAUTHORIZATION,LOW,SUSPEND,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,N/A,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=SUSPEND; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C210,SEPARATED_REAUTHORIZATION,LOW,SUSPEND,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,N/A,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MISMATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$200.00; Governance disposition=SUSPEND; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C211,SEPARATED_REAUTHORIZATION,LOW,SUSPEND,PASS,ABOVE_LIMIT,400.00,250.00,500.00,ALLOW,N/A,N/A,NON_MATERIAL,PRIOR AUTHORITY REMAINS ACTIVE (reauthorization skipped),SKIPPED - NON_MATERIAL,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=0",ALLOW,MATCH,"ASSERT-INVALID-BLOCK=F, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,EXPECTED REJECTION,"Risk after change equals the prior risk (LOW->LOW): no materiality rule matches, so the state machine correctly skips reauthorization regardless of the selected disposition and evaluates the request against the untouched prior authority (ACTIVE, $500 max, LOW-only). This is the correct, documented behavior for a non-material change.",,Load default; set Reauthorization architecture=SEPARATED_REAUTHORIZATION; Current customer risk=LOW; Requested refund amount=$400.00; Governance disposition=SUSPEND; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
